NUMBER,IDSW,ENGLISH,INDONESIAN,FORM,ORIGINAL_FORM,LANGUAGE,LOCATION,LONGITUDE,LATITUDE,GENDER,RECORDED,MEDIALINK,REGISTER,EXCLUDE,REFERENCE,GRAMMAR_COMMENT,PRONUNCIATION_COMMENT,TRANSLATION_COMMENT,EDITING_COMMENT,CATEGORY1,CATEGORY2,CATEGORY3,CATEGORY4,HOLLE,SIL,REID,BLUST,LIST,SWA100,GUD200
0027,04.380,toe,jari kaki,bua nu biis E,bua nu biis E ~,Tialo,Tingkulang,120.5302,0.517,,False,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0106,046,321.0,0.0,,,
0028,04.373,sole of the foot,tapak kaki,palë nu biis E,palë nu biis E [pale mbiise],Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,[pale mbiise],,,bodyparts,noun,,anggota tubuh,0087,044,275.0,0.0,,,
0029,04.360,knee,lutut,tu'u,tu'u  -nyo,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,-nyo,,,,bodyparts,noun,,anggota tubuh,0091,041,154.0,0.0,C126 D46 E118 F122 G131 Sa92,47.0,
0030,04.362,"popliteal space, back of the knee#",(pe)lipatan lutut,'alingkot E,'alingkot E   [fs: angkilot]#,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,[fs: angkilot],,,bodyparts,noun,,anggota tubuh,0092,042*,0.0,0.0,,,
0031,04.371,"joint (ankle, elbow, wrist)","sendi, pergelangan (kaki, tangan, etc)",lolosungan E,lolosungan E (only knee and elbow -> 04.321),Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,(only knee and elbow -> 04.321),,bodyparts,noun,,anggota tubuh,0088,043*,5.0,0.0,,,
0031a,04.376,ankle,"mata kaki, buku lali",dali,"dali, bukudali, buntuling E",Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,,,,,,,0.0,0.0,,,
0031a,04.376,ankle,"mata kaki, buku lali",bukudali,"dali, bukudali, buntuling E",Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,,,,,,,0.0,0.0,,,
0031a,04.376,ankle,"mata kaki, buku lali",buntuling E,"dali, bukudali, buntuling E",Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,,,,,,,0.0,0.0,,,
0032,04.372,heel,tumit,tulë,tulë -nyo,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,-nyo,,,,bodyparts,noun,,anggota tubuh,0089,045,138.0,0.0,,,
0033,04.330,hand,tangan,lima,lima,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0097,027*,132.0,1.0,C127 D47 E119 F119 G128,48.0,65.0
0034,04.331,palm of the hand,tapak tangan,palë nu lima,palë nu lima,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0102,028,210.0,0.0,,,
0035,12.541,span (eight inches),jengkal,jangan E,jangan E sa-~,Tialo,Tingkulang,120.5302,0.517,,False,,,False,nan,sa-,,,,,,,anggota tubuh,,029,279.0,0.0,,,
0036,04.340,finger,jari,bua nu lima,bua nu lima ~,Tialo,Tingkulang,120.5302,0.517,,False,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0104,030,110.0,0.0,,,
0037,04.342,thumb,ibu jari,siina u lima,siina u lima,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0108,031,0.0,0.0,,,
0038,04.343,"pinky, little finger",jari kelingking,'alinsing E,'alinsing E  [olínsinge] p4,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,[olínsinge],,,bodyparts,noun,,anggota tubuh,0112,032,0.0,0.0,,,
0039,04.344,fingernail,kuku jari,'umbung E,'umbung E,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0107,033,111.0,0.0,C124 D44 E116 F120 G129,,
0040,04.320,elbow,siku,si'u,si'u,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0100,026,94.0,0.0,,,
0041,04.310,arm,lengan,'ongkong E,'ongkong E,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,bodyparts,noun,,,0095,,0.0,0.0,,,
0042,04.400,chest,dada,dodob E,dodob E,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0041/42,035,46.0,0.0,,,
0043,04.410,breast,"susu, buah dada",susu,susu,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0044,036*,34.0,18.0,C130 D50 E122 G126 Sa18,51.0,
0045,04.411,suck at the breast,susu  menyusu,monusu,monusu,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,body,intr,action,,0048,,0.0,0.0,,,
0046,04.415,milk,air susu,juug u susu,juug u susu ~,Tialo,Tingkulang,120.5302,0.517,,False,,,False,nan,,,,,body,noun,mass,,0046,,0.0,0.0,,,
0047,04.280,neck,leher,tonubu,tonubu,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0038,023*,192.0,25.0,C129 D49 E121 F116 G125,50.0,103.0
0048,04.290,throat (esophagus),kerongkongan,gorogot E,gorogot E,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0037,024*,315.0,0.0,,,
0049,04.191,upper back,punggung atas,të'ë,të'ë moN-~ -in--anE  p10,Tialo,Tingkulang,120.5302,0.517,,False,,,False,nan,moN- -in--anE  ,,,,bodyparts,noun,,anggota tubuh,0063,034*,11.0,13.0,,,6.0
0049a,04.190,back,punggung (leher ke tulang ekor),bungkut E,bungkut E,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,,noun,,,0063a,,0.0,0.0,,,
0050,04.435,belly,perut,'ompong E,'ompong E,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0054,037*,16.0,14.0,C128 D48 E120 F117 G127 Z4.46A,49.0,10.0
0051,04.144,body hair,bulu (badan)  ->04.140,buo'  E,buo'  E -onyo,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,-onyo,,,,bodyparts,noun,,anggota tubuh,0122,047*,0.0,0.0,C115 E107 F106 G115,,
0052,04.300,shoulder,bahu,palu'a,palu'a,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0065,025,261.0,19.0,,,
0053,04.301,shoulderblade,tulang belikat,'o'oyab E,'o'oyab E,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,bodyparts,noun,,,0066,,0.0,0.0,,,
0053a,04.302,collarbone,tulang selangka,loloígi,loloígi,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,bodyparts,noun,,,,,0.0,0.0,,,
0054,04.351,thigh,paha,palanga,palanga,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0090,039,309.0,0.0,,,
0055,04.120,skin (person),kulit,'ungkul E,'ungkul E,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0121,048,265.0,12.0,C117 D27 E101 F100 G107,28.0,137.0
0056,04.160,bone,tulang,bu'u,bu'u,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0115,051,31.0,15.0,C112 D30 E104 F104 G113,31.0,17.0
0057,04.162,rib,tulang rusuk,laba,laba,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0050,052,232.0,0.0,,,
0058,04.440,heart,jantung ->08.845,sulë,"sulë ~,  LBN: ate bura p4",Tialo,Tingkulang,120.5302,0.517,,False,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0052,053*,136.0,0.0,C132 D51 G111,52.0,69.0
0058,04.440,heart,jantung ->08.845,,"sulë ~,  LBN: ate bura p4",Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0052,053*,136.0,0.0,C132 D51 G111,52.0,69.0
0058,04.440,heart,jantung ->08.845,ate bura,"sulë ~,  LBN: ate bura p4",Tialo,Lambunu,121.0144,0.4557,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0052,053*,136.0,0.0,C132 D51 G111,52.0,69.0
0059,04.150,blood,darah,laga,laga,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,body,noun,mass,anggota tubuh,0116,054,26.0,23.0,C111 D29 E103 F103 G110,30.0,15.0
0060,04.454,"gall, bile",empedu,poyu,poyu,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0057,057*,0.0,0.0,,,
0061,04.461,"intestines, guts (G)","usus, isi perut (w)",taaliko  tailiko,"taaliko LBN: tailiko -in- ""swallow sth"" (K) p10",Tialo,Lambunu,121.0144,0.4557,,True,,(K),False,nan,-in-   ,,"""swallow sth""",,bodyparts,noun,,anggota tubuh,0055,059*,150.0,16.0,,,63.0
0062,04.451,kidney,"buah pinggang, ginjal",toíson E,toíson E  (meat on spine),Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,(meat on spine),,bodyparts,noun,,,0059,,0.0,0.0,,,
0063,04.450,liver,hati,atë,"atë [atë watë], LBN:  sulë ~",Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,[atë watë],,,bodyparts,noun,,anggota tubuh,0056,056*,170.0,17.0,C131 D52 E123 F118 G112,53.0,90.0
0063,04.450,liver,hati,sulë,"atë [atë watë], LBN:  sulë ~",Tialo,Lambunu,121.0144,0.4557,,False,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0056,056*,170.0,17.0,C131 D52 E123 F118 G112,53.0,90.0
0064,04.441,lungs,paru-paru,baga,baga,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0051,058,175.0,0.0,,,
0065,04.130,"flesh, meat",daging (mentah),isi,isi -nyo,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,-nyo,,,,bodyparts,noun,,anggota tubuh,0539/01,049*,0.0,103.0,C110 D28 E102 F102 G108,29.0,95.0
0066,04.492,penis,kemaluan laki-laki,uti,uti ~,Tialo,Tingkulang,120.5302,0.517,,False,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0077,064*,213.0,0.0,,,
0066a,04.493,glans,kepala pelir,sengkeb,sengkeb ~  (?) p11,Tialo,Tingkulang,120.5302,0.517,,False,,,True,nan,,,(?),,bodyparts,noun,,anggota tubuh,,,0.0,0.0,,,
0069,04.480,vagina,kemaluan perempuan,lei,"lei, boas E ~  p14a",Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0078,065,333.0,0.0,,,
0069,04.480,vagina,kemaluan perempuan,boas E,"lei, boas E ~  p14a",Tialo,Tingkulang,120.5302,0.517,,False,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0078,065,333.0,0.0,,,
0070,04.670,have sexual intercourse,tubuh  bersetubuh (manusia) ->03.115,me'eseeluan,me'eseeluan~ =16.275 p34,Tialo,Tingkulang,120.5302,0.517,,False,,,False,=16.275,,,,,body,intr / ref,action,,0080,,0.0,0.0,,,
0072,04.731,become pregnant,jadi hamil,mëbali baa'ompongE   mebaa'ompongan,mëbali baa'ompongE p43  mebaa'ompongan~ p34,Tialo,Tingkulang,120.5302,0.517,,False,,,False,nan,,,,,body,tr,,,,,0.0,0.0,,,
0073,04.730,pregnant,"hamil, kandung mengandung ->04.435",baa'ompong E,baa'ompong E p43,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,body,stative,state,kata kerja,0178,474,0.0,0.0,C213 E192 F193 G209,,
0075,04.720,give birth to,lahir  melahirkan  dilahirkan  #,mëguunga,mëguunga p43,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,body,tr,action,,0413/01,,0.0,0.0,,,
0076,04.470,womb,"kandungan, rahim ->02.270",'oungaan E,'oungaan E  p43,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,bodyparts,noun,,,,,0.0,0.0,,,
0077,04.722,afterbirth,"tembuni, ari-ari",dodomi,dodomi  p43,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,body,noun,mass,,0180,,0.0,0.0,,,
0078,04.723,umbilical cord,tali pusat,balaung u pusë,balaung u pusë p43,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,bodyparts,noun,,,0062,,0.0,0.0,,,
0079,04.725,midwife,bidan ->22.410,sando,sando  p43,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,culture,noun,,,0414,,0.0,0.0,,,
0080,04.465,anus,"dubur, lubang pantat",luug u anggal,luug u anggal / E [luguanggal],Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0071,061*,7.0,0.0,,,
0080,04.465,anus,"dubur, lubang pantat",E,luug u anggal / E [luguanggal],Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,[luguanggal],,,bodyparts,noun,,anggota tubuh,0071,061*,7.0,0.0,,,
0081,04.464,buttocks,"pantat, bokong",puntu' E,puntu' E,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0069,060,38.0,0.0,,,
0082,04.665,"excrement, feces",tahi,sanggal E,sanggal E / anggal~,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,body,noun,mass,anggota tubuh,0073,063,95.0,0.0,,,
0082,04.665,"excrement, feces",tahi,anggal,sanggal E / anggal~,Tialo,Tingkulang,120.5302,0.517,,False,,,False,nan,,,,,body,noun,mass,anggota tubuh,0073,063,95.0,0.0,,,
0082a,04.668,excrement (hard),tahi yg keras,taiboro'an E,"taiboro'an E  -in-  ""swallow sth"" (K) p10",Tialo,Tingkulang,120.5302,0.517,,True,,(K),False,nan,-in-    ,,"""swallow sth""",,body,noun,mass,anggota tubuh,0073a,,0.0,0.0,,,
0082d,04.667,excrement of animals,tahi binatang,njulang,njulang ~ (ayam cair),Tialo,Tingkulang,120.5302,0.517,,False,,,True,nan,,,(ayam cair),,body,noun,mass,anggota tubuh,0073d,,0.0,0.0,,,
0082g,04.666,excrement (coll.) ?,tahi (K),tuya' E,tuya' E  (terhambur),Tialo,Tingkulang,120.5302,0.517,,True,,,True,nan,,,(terhambur),,bodypart,noun / adj,,,,,0.0,0.0,,,
0083,04.660,defecate,"berak, membuang air besar",sanggal,"sanggal / anggal më-E,  ->10.255",Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,body,intr,action,kata kerja,0072,452,73.0,0.0,,,
0083,04.660,defecate,"berak, membuang air besar",anggal,"sanggal / anggal më-E,  ->10.255",Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,më-E,,,,body,intr,action,kata kerja,0072,452,73.0,0.0,,,
0083,04.660,defecate,"berak, membuang air besar",,"sanggal / anggal më-E,  ->10.255",Tialo,Tingkulang,120.5302,0.517,,True,,,False,->10.255,,,,,body,intr,action,kata kerja,0072,452,73.0,0.0,,,
0084,04.650,urinate,kencing (k.k.),mansing,mansing më-E,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,më-E,,,,body,intr,action,,0082,,0.0,0.0,,,
0085,04.651,urine,air kencing #collapse?,mansing E,mansing E,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0083,062,332.0,0.0,,,
0086,04.640,fart,kentut  berkentut,ontut,ontut  N-E moN-E,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,N-E moN-E,,,,body,intr,action,,0075,,0.0,0.0,,,
0087,04.334,lines in the palm of the hand,rajah tangan  ->04.155,atë nu lima,atë nu lima,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,bodyparts,noun,,,0103,,0.0,0.0,,,
0088,04.346,middle finger,jari tengah,tatanga,tatanga,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,bodyparts,noun,,,0110,,0.0,0.0,,,
0088a,04.347,index finger,jari telunjuk,tutunju,tutunju,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,bodyparts,noun,,,0109,,0.0,0.0,,,
0088b,04.348,ring finger,jari manis,sunsi,sunsi  p4,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,bodyparts,noun,,,0111,,0.0,0.0,,,
0089,04.321,wrist/ankle  ?,mata kaki / jari  ?#,"punguan E ""joint in wrist","punguan E ""joint in wrist/ankle""",Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,bodyparts,noun,,,,,0.0,0.0,,,
0089,04.321,wrist/ankle  ?,mata kaki / jari  ?#,"ankle""","punguan E ""joint in wrist/ankle""",Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,bodyparts,noun,,,,,0.0,0.0,,,
0090,04.313,upper arm,pangkal lengan,'ongkong E,=04.310,Tialo,Tingkulang,120.5302,0.517,,True,,,True,=04.310,,,,,bodyparts,noun,,,0098,,0.0,0.0,,,
0091,04.352,calf,betis,tambë'ë,tambë'ë -nyo,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,-nyo,,,,bodyparts,noun,,anggota tubuh,0093,040,0.0,0.0,,,
0091b,04.353,shin,tulang kering,duud E,duud E,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,,noun,,,0094,,0.0,0.0,,,
0093,04.281,nape,tengkuk,tundu,tundu -nyo,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,-nyo,,,,bodyparts,noun,,,0040,,0.0,0.0,,,
0094,04.295,Adam's apple,"jakun, lekum",botug E,botug E,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,bodyparts,noun,,,0039,,0.0,0.0,,,
0095,04.462,waist,pinggang,solipi,solipi -nyo,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,-nyo,,,,bodyparts,noun,,,,,0.0,0.0,,,
0095a,04.312,armpit,ketiak,alëpa' E,"alëpa' E ~, 'ali'i ~ ""bulu ketiak""  p14a",Tialo,Tingkulang,120.5302,0.517,,False,,,False,nan,,,,,,noun,,,0099,,0.0,0.0,,,
0095a,04.312,armpit,ketiak,'ali'i,"alëpa' E ~, 'ali'i ~ ""bulu ketiak""  p14a",Tialo,Tingkulang,120.5302,0.517,,False,,,False,nan,,,"""bulu ketiak""",,,noun,,,0099,,0.0,0.0,,,
0096,04.468,tailbone (coccyx),tulang tungging/ekor,'ënjut E,'ënjut E,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,bodyparts,noun,,,0070,,0.0,0.0,,,
0096a,04.469,tailbone (very tip of coccyx),tulang ekor (ujungnya),bolongoon E  ??,bolongoon E  ?? p4 (exact location unclear#),Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,(exact location unclear#),,bodypart,noun,,,0070a,,0.0,0.0,,,
0097,04.430,navel,pusat,pusë,pusë -nyo,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,-nyo,,,,bodyparts,noun,,,0061,,0.0,0.0,,,
0098,04.460,stomach,lambung,tatáipan E,tatáipan E,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,bodyparts,noun,,,0053,,0.0,0.0,,,
0099,04.271,gums,gusi,bolitan E,bolitan E,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,bodyparts,noun,,,0035,,0.0,0.0,,,
0100,04.272,molar,geraham,bagang E,bagang E,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,bodyparts,noun,,,0034,,0.0,0.0,,,
0101,04.452,spleen,limpa,alip E,alip E,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,,,,bodyparts,noun,,,0058,,0.0,0.0,,,
0102,04.155,"vein, tendon","urat, urat darah",ugat E,ugat E [h],Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,,[h],,,bodypart,noun,,anggota tubuh,0118,055*,334.0,0.0,,,
0105,05.791,"fat, grease#",lemak,lompo,lompo -nyo,Tialo,Tingkulang,120.5302,0.517,,True,,,False,nan,-nyo,,,,,noun,prop / sta,anggota tubuh,1073,050*,104.0,104.0,C113 D31 E105 F101 G109,32.0,42.0
